Cluster,Distance,Y_name,SGDID,GENE,Chromsome,Start,End,Introns,Exons,Description,
13,0.75,YDL076c,S0002234,,IV,321551,320667,0,1-885,,
13,0.57,YDL129w,S0002287,,IV,231024,231899,0,1-876,,
13,0.76,YDL152w,S0002311,,IV,182823,183188,0,1-366,,
13,0.5,YDL153c,S0002312,SAS10,IV,183019,181187,0,1-1833,Something About Silencing 10,
13,0.62,YDL154W,S0002313,MSH5,IV,178335,181040,0,6-Jan,MutS homolog involved in chromosome exchange,
13,0.42,YDL166c,S0002325,,IV,164043,163450,0,1-594,,
13,0.54,YDL167C,S0002326,NRP1,IV,163155,160996,0,Jan-60,Asparagine-rich protein,
13,0.8,YDL205C,S0002364,HEM3,IV,93746,92763,0,1-984,"phorphobilinogen deaminase (uroporphyrinogen synthase), the third step in heme biosynthesis",
13,0.72,YDL230W,S0002389,ptp1,IV,42701,43708,0,1-1008,phosphotyrosine-specific protein phosphatase,
13,0.58,YDL231c,S0002390,,IV,42245,38868,0,Jan-78,,
13,0.57,YDR020c,S0002427,,IV,486484,485786,0,1-699,,
13,0.77,YDR045C,S0002452,,IV,548350,548018,0,1-333,,
13,0.54,YDR057w,S0002464,,IV,565967,567595,0,1-1629,,
13,0.6,YDR083w,S0002490,,IV,612055,613263,0,1-1209,,
13,0.57,YDR094W,S0002501,,IV,635878,636213,0,1-336,,
13,0.81,YDR108w,S0002515,GSG1,IV,671307,673403,0,Jan-97,Probably has role late in meiosis following DNA replication,
13,0.52,YDR109C,S0002516,,IV,675705,673558,0,Jan-48,,
13,0.59,YDR120c,S0002527,TRM1,IV,693299,691587,0,1-1713,"N2,N2-dimethylguanosine-specific tRNA methyltransferase",
13,0.55,YDR121W,S0002528,,IV,693623,694213,0,1-591,,
13,0.69,YDR134C,S0002541,,IV,721519,721109,0,1-411,,
13,0.67,YDR157W,S0002564,,IV,769969,770370,0,1-402,,
13,0.46,YDR160W,S0002567,SSY1,IV,776201,778759,0,Jan-59,,
13,0.7,YDR170c,S0002577,sec7,IV,802260,796231,0,30-Jan,,
13,0.44,YDR172w,S0002579,sup35,IV,808362,810419,0,Jan-58,putative translation factor,
13,0.81,YDR207c,S0002615,UME6,IV,867559,865049,0,11-Jan,"Ume6p is a C6 zinc finger URS1-binding protein that is a key regulator required for both repression and induction of early meiotic genes, and for sporulation\; Ume6p rquires Ume4 for mitotic repression and interacts with and requires Ime1p and Rim11p for",
13,0.54,YDR211w,S0002619,GCD6,IV,884764,886902,0,Jan-39,Translation initiation factor eIF-2B epsilon subunit,
13,0.83,YDR223W,S0002631,,IV,912135,913538,0,1-1404,,
13,0.64,YDR235W,S0002643,PRP42,IV,933540,935174,0,1-1635,U1 snRNP protein that shares 50\% sequence similarity with Prp39p U1 snRNP protein and has multiple copies of the crn-like TPR motif,
13,0.64,YDR236C,S0002644,,IV,935928,935272,0,1-657,,
13,0.71,YDR241W,S0002649,,IV,945187,945474,0,1-288,,
13,0.53,YDR260C,S0002668,,IV,977265,976753,0,1-513,,
13,0.5,YDR262w,S0002670,,IV,993170,993988,0,1-819,,
13,0.82,YDR287W,S0002695,,IV,1036031,1036909,0,1-879,,
13,0.45,YDR289C,S0002697,,IV,1039545,1038316,0,1-1230,,
13,0.61,YDR300c,S0002708,pro1,IV,1062827,1061541,0,1-1287,gamma-glutamyl kinase,
13,0.52,YDR302W,S0002710,,IV,1067767,1068426,0,1-660,,
13,0.55,YDR312w,S0002720,SSF2,IV,1087618,1088979,0,1-1362,,
13,0.85,YDR313C,S0002721,,IV,1090116,1089256,0,1-861,,
13,0.65,YDR324C,S0002732,,IV,1116800,1114470,0,31-Jan,,
13,0.63,YDR325W,S0002733,,IV,1117114,1120269,0,Jan-56,,
13,0.62,YDR326C,S0002734,,IV,1124961,1120645,0,17-Jan,,
13,0.8,YDR338C,S0002746,,IV,1149501,1147414,0,Jan-88,,
13,0.4,YDR339C,S0002747,,IV,1150555,1149986,0,1-570,,
13,0.81,YDR351w,S0002759,SBE2,IV,1178700,1181294,0,Jan-95,required for bud growth,
13,0.5,YDR352W,S0002760,,IV,1181835,1182788,0,1-954,,
13,0.44,YDR365C,S0002773,,IV,1206417,1204531,0,1-1887,,
13,0.63,YDR366C,S0002774,,IV,1212870,1212472,0,1-399,,
13,0.56,YDR379W,S0002787,RGA2,IV,1230201,1233230,0,30-Jan,Contains a Rho-GAP domain and two LIM domains. Has strong similarity to Rga1p. Has some similarity to all known Rho-GAPs.,
13,0.79,YDR389w,S0002797,sac7,IV,1252571,1254535,0,Jan-65,GTPase activating protein (GAP) for RHO1,
13,0.76,YDR390c,S0002798,UBA2,IV,1256881,1254971,0,11-Jan,,
13,0.44,YDR392w,S0002800,spt3,IV,1258730,1259743,0,1-1014,transcriptional activator,
13,0.7,YDR405w,S0002813,MRP20,IV,1277680,1278471,0,1-792,263-amino acid mitochondrial ribosomal large subunit protein\; similar to L23 family of ribosomal proteins,
13,0.81,YDR413C,S0002821,,IV,1295445,1294870,0,1-576,,
13,0.76,YDR416W,S0002824,SYF1,IV,1298466,1301045,0,Jan-80,SYnthetic lethal with cdcForty,
13,0.75,YDR419W,S0002827,RAD30,IV,1303208,1305106,0,1-1899,similar to E. coli DinB and S. cerevisiae REV1,
13,0.63,YDR432w,S0002840,NPL3,IV,1328817,1330061,0,1-1245,nuclear shuttling protein with an RNA recognition motif,
13,0.68,YDR441c,S0002849,APT2,IV,1345096,1344551,0,1-546,Adenine phosphoribosyltransferase,
13,0.62,YDR444W,S0002852,,IV,1350324,1352387,0,Jan-64,,
13,0.39,YDR457W,S0002865,TOM1,IV,1369824,1379630,0,7-Jan,,
13,0.44,YDR469W,S0002877,,IV,1399049,1399576,0,1-528,,
13,0.55,YDR470C,S0002878,,IV,1401248,1399740,0,1-1509,,
13,0.72,YDR476C,S0002884,,IV,1411159,1410485,0,1-675,,
13,0.7,YDR477w,S0002885,snf1,IV,1412405,1414306,0,2-Jan,protein serine\/threonine kinase,
13,0.4,YDR478w,S0002886,SNM1,IV,1414607,1415203,0,1-597,interstrand crosslink repair protein,
13,0.61,YDR479C,S0002887,,IV,1416906,1415242,0,1-1665,,
13,0.62,YDR504C,S0002912,,IV,1456742,1456359,0,1-384,,
13,0.55,YDR518w,S0002926,EUG1,IV,1478656,1480209,0,1-1554,Protein disulfide isomerase homolog,
13,0.59,YDR531W,S0002939,,IV,1498280,1499383,0,1-1104,,
13,0.52,YDR542W,S0002950,,IV,1523290,1523652,0,1-363,,
13,0.44,YER148w,S0000950,spt15,V,465299,466021,0,1-723,TATA-binding protein (tfIId),
13,0.79,YGL214W,S0003182,,VII,90010,90498,0,1-489,,
13,0.73,YGR105W,S0003337,VMA21,VII,698593,698826,0,1-234,,
13,0.81,YGR114C,S0003346,,VII,720647,720258,0,1-390,,
13,0.72,YGR200C,S0003432,,VII,902264,899898,0,Jan-67,,
13,0.67,YGR216C,S0003448,gpi1,VII,924456,922627,0,1-1830,"Participates in synthesis of N-acetylglucoaminylphosphatidylinositol, the first intermediate in synthesis of glycosylphosphatidylinositol (GPI) anchors",
13,0.76,YIL027C,S0001289,,IX,304102,303677,0,1-426,,
13,0.85,YJL009W,S0003546,,X,419543,419869,0,1-327,,
13,0.81,YLL010c,S0003933,,XII,130612,129329,0,1-1284,,
13,0.81,YLR243W,S0004233,,XII,624203,625021,0,1-819,,
13,0.94,YML059C,S0004524,,XIII,158258,153219,0,Jan-40,,
13,0.81,YML122C,S0004591,,XIII,26419,26039,0,1-381,,
13,0.69,YMR074C,S0004678,,XIII,413472,413035,0,1-438,,
13,0.62,YMR146C,S0004754,TIF34,XIII,558523,557480,0,1-1044,p39 subunit of translation initiation factor eIF3,
13,0.57,YOL140W,S0005500,arg8,XV,58758,60029,0,1-1272,Acetylornithine aminotransferase,
13,0.67,YPR051W,S0006255,mak3,XVI,664955,665485,0,1-531,N-acetyltransferase,
14,0.69,YAR035W,S0000080,YAT1,I,190188,192251,0,Jan-64,"Outer carnitine acetyltransferase, mitochondrial",
14,0.66,YBL002w,S0000098,HTB2,II,236451,236846,0,1-396,Histone H2B (HTB1 and HTB2 code for nearly identical proteins),
14,0.65,YBL009w,S0000105,,II,207152,209182,0,31-Jan,,
14,0.74,YBL034c,S0000130,STU1,II,158348,153807,0,Jan-42,,
14,0.47,YBL063w,S0000159,KIP1,II,101844,105179,0,Jan-36,kinesin related protein,
14,0.74,YBR084w,S0000288,mis1,II,411008,413935,0,28-Jan,mitochondrial C1-tetrahydroflate synthase,
14,0.74,YBR161w,S0000365,,II,561588,562718,0,1-1131,,
14,0.68,YBR243c,S0000447,alg7,II,706748,705402,0,1-1347,UDP-N-acetyl-glucosamine-1-P transferase (GPT),
14,0.78,YCLX08c,S0000589,FRM2,III,75247,74669,0,1-579,Protein involved in the integration of lipid signaling pathways with cellular homeostatis,
14,0.74,YCR075c,S0000671,ERS1,III,247538,246756,0,1-783,Suppressor of ERD1 mutation\; seven transmembrane domain protein,
14,0.72,YCR086w,S0000682,,III,262117,262689,0,1-573,,
14,0.65,YDL211c,S0002370,,IV,80413,79295,0,1-1119,,
14,0.88,YDR091C,S0002498,,IV,628572,626746,0,1-1827,,
14,0.45,YDR113c,S0002520,PDS1,IV,681655,680534,0,1-1122,42-kDa nuclear protein,
14,0.68,YDR247W,S0002655,,IV,956049,957434,0,1-1386,,
14,0.51,YDR297w,S0002705,SUR2,IV,1056587,1057636,0,1-1050,Syringomycin response protein 2,
14,0.51,YDR356w,S0002764,NUF1,IV,1186141,1188975,0,Jan-35,putative nucleoskeleton component,
14,0.76,YDR499W,S0002907,,IV,1447878,1450121,0,Jan-44,,
14,0.75,YEL003w,S0000729,PFD2,V,148227,148598,0,1-372,"Putative homolog of subunit 2 of bovine prefoldin, a chaperone comprised of six subunits",
14,0.7,YEL017w,S0000743,,V,123657,124670,0,1-1014,,
14,0.73,YEL018w,S0000744,,V,121471,122310,0,1-840,,
14,0.32,YEL061c,S0000787,CIN8,V,39651,36535,0,17-Jan,,
14,0.58,YER001w,S0000803,mnn1,V,153519,155807,0,Jan-89,"Alpha-1,3-mannosyltransferase",
14,0.48,YER003c,S0000805,PMI40,V,159117,157735,1,"1-31, 125-1383",mannose-6-phosphate isomerase,
14,0.57,YER011w,S0000813,TIR1,V,175247,176011,0,1-765,Cold-shock induced protein of the Srp1p\/Tip1p family of serine-alanine-rich proteins,
14,0.62,YER016w,S0000818,BIM1,V,188276,189310,0,1-1035,,
14,0.48,YER018c,S0000820,,V,192623,191958,0,1-666,,
14,0.82,YER047c,S0000849,SAP1,V,246502,243809,0,Jan-94,member of the AAA ATPase family of proteins,
14,0.82,YER129w,S0000931,PAK1,V,417278,420706,0,29-Jan,high copy suppressor of temperature sensitive cdc17 (DNA polymerase alpha) mutations,
14,0.53,YGL093W,S0003061,,VII,334884,337637,0,Jan-54,,
14,0.52,YGR014W,S0003246,msb2,VII,516937,520857,0,21-Jan,putative integral membrane protein,
14,0.71,YGR055W,S0003287,MUP1,VII,599411,601135,0,1-1725,high affinity methionine permease,
14,0.71,YGR098C,S0003330,esp1,VII,687452,682560,0,Jan-93,vacuolar transporter,
14,0.49,YGR099W,S0003331,TEL2,VII,687893,689959,0,Jan-67,,
14,0.47,YGR140W,S0003372,CBF2,VII,767423,770293,0,Jan-71,110 kDa subunit of the centromere binding factor CBF3,
14,0.63,YHR061C,S0001103,GIC1,VIII,222479,221535,0,1-945,,
14,0.6,YHR172W,S0001215,SPC97,VIII,448332,450803,0,Jan-72,"spindle pole body component, associates in a complex with Spc98p and Tub4p perhaps as part of the microtubule attachment site of the SBP",
14,0.51,YHR173C,S0001216,,VIII,451150,450812,0,1-339,,
14,0.54,YIL169C,S0001431,,IX,26106,23119,0,Jan-88,,
14,0.44,YJL092W,S0003628,hpr5,X,257119,260643,0,25-Jan,DNA helicase,
14,0.43,YJL118W,S0003654,,X,191339,191998,0,1-660,,
14,0.59,YJL176C,S0003712,SWI3,X,94527,92050,0,Jan-78,transcription factor,
14,0.68,YJL201W,S0003737,ECM25,X,54379,56178,0,1-1800,ExtraCellular Mutant,
14,0.55,YJR112W,S0003873,NNF1,X,636719,637324,0,1-606,involved in nuclear function,
14,0.68,YKL029C,S0001512,,XI,384366,382357,0,10-Jan,,
14,0.63,YKL032C,S0001515,IXR1,XI,381499,379706,0,1-1794,intrastrand crosslink recognition protein,
14,0.77,YKL037W,S0001520,,XI,369007,369363,0,1-357,,
14,0.67,YKL092C,S0001575,BUD2,XI,269104,265790,0,15-Jan,GTPase-activating protein (GAP) for Rsr1p\/Bud1p,
14,0.63,YKL127W,S0001610,pgm1,XI,203187,204899,0,1-1713,phosphoglycerate mutase,
14,0.56,YKR010C,S0001718,TOF2,XI,460880,458565,0,16-Jan,,
14,0.41,YLL021w,S0003944,spa2,XII,100946,105346,0,1-Jan,spindle pole antigen,
14,0.48,YLR045c,S0004035,STU2,XII,237704,235038,0,Jan-67,,
14,0.76,YLR209C,S0004199,,XII,561732,560797,0,1-936,,
14,0.72,YML053C,S0004517,,XIII,169754,169116,0,1-639,,
14,0.55,YMR003W,S0004605,,XIII,273118,273714,0,1-597,,
14,0.74,YMR056C,S0004660,AAC1,XIII,388243,387314,0,1-930,mitochondrial ADP\/ATP translocator,
14,0.75,YMR136W,S0004744,,XIII,541198,542880,0,1-1683,,
14,0.49,YMR144W,S0004752,,XIII,553361,554389,0,1-1029,,
14,0.69,YNL087W,S0005031,,XIV,462410,465946,0,Jan-37,,
14,0.69,YNL088W,S0005032,top2,XIV,457703,461989,0,Jan-87,"topoisomerase II, Top2p localizes to axial cores in meiosis",
14,0.81,YNL112W,S0005056,DBP2,XIV,413638,416280,1,"1-1273, 2276-2643",ATP-dependent RNA helicase of DEAD box family,
14,0.53,YNL126W,S0005070,SPC98,XIV,387226,389766,0,Jan-41,"spindle pole body component, associates in a complex with Spc97p and Tub4p perhaps as part of the microtubule attachment site of the SBP",
14,0.56,YNR009W,S0005292,,XIV,642689,643438,0,1-750,,
14,0.51,YOL155C,S0005515,,XV,31605,28702,0,4-Feb,,
14,0.65,YOR175C,S0005701,,XV,661672,659813,0,1-1860,,
14,0.66,YOR188W,S0005714,msb1,XV,685765,689178,0,14-Jan,Protein that may play a role in polarity establishment and bud formation,
14,0.48,YOR195W,S0005721,SLK19,XV,712864,715329,0,Jan-66,possible leucine zipper,
14,0.54,YOR247W,S0005773,,XV,797674,798306,0,1-633,,
14,0.82,YOR290C,S0005816,snf2,XV,860253,855142,0,12-Jan,transcriptional regulator,
14,0.86,YOR309C,S0005836,,XV,897069,896689,0,1-381,,
14,0.58,YPL016W,S0005937,swi1,XVI,521009,524953,0,Jan-45,Zinc-finger transcription factor,
14,0.46,YPL127C,S0006048,HHO1,XVI,309603,308827,0,1-777,histone H1,
14,0.65,YPR106W,S0006310,ISR1,XVI,740058,741389,0,1-1332,protein kinase,
14,0.46,YPR141C,S0006345,kar3,XVI,817918,815729,0,Jan-90,kinesin-like nuclear fusion protein,
15,0.63,YAL002W,S0000002,VPS8,I,144003,147533,0,31-Jan,Vps8p is a membrane-associated hydrophilic protein which contains a C-terminal cysteine-rich region that conforms to the H2 variant of the RING finger Zn2+ binding motif.,
15,0.68,YAL010C,S0000008,mdm10,I,135668,134187,0,1-1482,Mitochondrial outer membrane protein involved in mitochondrial morphology and inheritance,
15,0.58,YAL017W,S0000015,FUN31,I,120229,124299,0,Jan-71,,
15,0.51,YAL028W,S0000026,,I,92907,94493,0,1-1587,,
15,0.63,YAL051W,S0000048,YAF1,I,48569,51757,0,Jan-89,,
15,0.54,YAL055W,S0000051,,I,42182,42724,0,1-543,,
15,0.73,YAR019C,S0000072,cdc15,I,175134,172210,0,25-Jan,protein kinase domain,
15,0.66,YBL005W,S0000101,pdr3,II,217429,220359,0,31-Jan,Zinc-finger transcription factor related to Pdr1p,
15,0.45,YBL101c,S0000197,ECM21,II,28174,24941,0,Jan-34,ExtraCellular Mutant,
15,0.43,YBR024w,S0000228,SCO2,II,289401,290306,0,1-906,,
15,0.55,YBR108w,S0000312,,II,454777,457323,0,Jan-47,,
15,0.64,YBR182c,S0000386,SMP1,II,594818,593460,0,1-1359,,
15,0.46,YBR214w,S0000418,,II,651370,652953,0,1-1584,,
15,0.67,YBR223c,S0000427,,II,670252,668618,0,1-1635,,
15,0.52,YBR269c,S0000473,,II,742531,742139,0,1-393,,
15,0.66,YBR284w,S0000488,,II,771195,773588,0,Jan-94,,
15,0.62,YCL008c,S0000514,,III,106208,105849,0,1-360,,
15,0.53,YCR001w,S0000594,,III,115289,115603,0,1-315,,
15,0.53,YCR015c,S0000608,,III,141772,140819,0,1-954,,
15,0.56,YCR024c,S0000618,,III,161933,160455,0,1-1479,,
15,0.53,YCR038c,S0000634,bud5,III,197968,196352,0,1-1617,GTP\/GDP exchange factor for Rsr1 protein,
15,0.77,YCR062w,S0000658,,III,225819,226181,0,1-363,,
15,0.5,YDL045C,S0002203,FAD1,IV,373649,372729,0,1-921,FAD synthetase,
15,0.49,YDL079C,S0002237,MRK1,IV,314747,312950,1,"1-412, 705-1798",MDS1 related protein kinase,
15,0.75,YDL109c,S0002267,,IV,267200,265257,0,Jan-44,,
15,0.38,YDL146w,S0002305,,IV,192751,194226,0,1-1476,,
15,0.66,YDL199c,S0002358,,IV,103354,101291,0,Jan-64,,
15,0.51,YDL210W,S0002369,uga4,IV,84271,85986,0,1-1716,GABA-specific transport protein,
15,0.5,YDL239c,S0002398,,IV,28775,26403,0,Jan-73,,
15,0.5,YDL246c,S0002405,,IV,9756,8683,0,1-1074,,
15,0.46,YDR022c,S0002429,CIS1,IV,488702,488112,0,1-591,,
15,0.67,YDR059C,S0002466,ubc5,IV,569810,569274,1,"1-47, 138-537",ubiquitin-conjugating enzyme,
15,0.68,YDR085C,S0002492,afr1,IV,616188,614326,0,1-1863,coordinates regulation of alpha-factor receptor signalling and induction of morphogenesis during conjugation,
15,0.86,YDR141C,S0002548,,IV,740035,734939,0,Jan-97,,
15,0.45,YDR202C,S0002610,,IV,857990,856935,0,1-1056,,
15,0.51,YDR203W,S0002611,,IV,857719,858036,0,1-318,,
15,0.53,YDR216w,S0002624,adr1,IV,895071,899042,0,Jan-72,positive transcriptional regulator of ADH2 and peroxisomal protein genes,
15,0.64,YDR230W,S0002638,,IV,926259,926606,0,1-348,,
15,0.58,YDR231C,S0002639,,IV,926946,926329,0,1-618,,
15,0.72,YDR246W,S0002654,,IV,954324,954983,0,1-660,,
15,0.6,YDR294C,S0002702,DPL1,IV,1052264,1050495,0,1-1770,dihydrosphingosine phosphate lyase (also known as sphingosine phosphate lyase),
15,0.67,YDR295C,S0002703,,IV,1054683,1052659,0,25-Jan,,
15,0.58,YDR305C,S0002713,HNT2,IV,1073524,1072782,1,"1-87, 177-743",Yeast member of the Histidine Triad protein family (HIT),
15,0.53,YDR330W,S0002738,,IV,1127908,1129410,0,1-1503,,
15,0.73,YDR369c,S0002777,xrs2,IV,1217614,1215050,0,Jan-65,DNA repair protein,
15,0.69,YDR387C,S0002795,,IV,1249855,1248188,0,1-1668,,
15,0.71,YDR411C,S0002819,,IV,1294428,1293403,0,1-1026,,
15,0.54,YDR435C,S0002843,,IV,1334003,1333017,0,1-987,,
15,0.69,YDR436w,S0002844,PPZ2,IV,1334855,1336987,0,Jan-33,serine-threonine phosphatase Z,
15,0.63,YFL043C,S0001851,,VI,46157,45720,0,1-438,,
15,0.48,YFR008W,S0001904,,VI,160528,161193,0,1-666,,
15,0.62,YFR015C,S0001911,GSY1,VI,176382,174256,0,27-Jan,Glycogen synthase (UDP-gluocse--starch glucosyltransferase),
15,0.47,YGL053W,S0003021,,VII,402586,403299,0,1-714,,
15,0.61,YGL131C,S0003099,,VII,265862,261651,0,12-Jan,,
15,0.42,YGL196W,S0003164,,VII,130553,131050,0,1-498,,
15,0.46,YGL208W,S0003176,SIP2,VII,97340,98587,0,1-1248,,
15,0.77,YGL219C,S0003187,,VII,84255,82876,0,1-1380,,
15,0.32,YGL248W,S0003217,PDE1,VII,35653,36762,0,1-1110,"3',5'-Cyclic-nucleotide phosphodiesterase, low affinity",
15,0.39,YGL250W,S0003219,,VII,31898,32635,0,1-738,,
15,0.72,YGR023W,S0003255,,VII,529258,530913,0,1-1656,,
15,0.72,YGR129W,S0003361,SYF2,VII,750394,751041,0,1-648,SYnthetic lethal with cdcForty,
15,0.52,YGR212W,S0003444,,VII,917034,918440,0,1-1407,,
15,0.47,YHL024W,S0001016,,VIII,56646,58787,0,Jan-42,,
15,0.92,YHR001W,S0001043,,VIII,106048,107361,0,1-1314,,
15,0.74,YHR102w,S0001144,NRK1,VIII,316574,319816,0,Jan-43,N-rich kinase 1,
15,0.55,YHR161C,S0001204,YAP1801,VIII,422286,420373,0,14-Jan,"Yeast Adaptor Protein, member of AP180 protein family, binds Pan1p and clathrin",
15,0.56,YHR171W,S0001214,,VIII,445710,447602,0,1-1893,,
15,0.53,YHR202W,S0001245,,VIII,502383,504191,0,1-1809,,
15,0.59,YIL007C,S0001269,,IX,343653,342991,0,1-663,,
15,0.87,YIL055C,S0001317,,IX,253923,252040,0,1-1884,,
15,0.5,YIL097W,S0001359,,IX,180424,181974,0,1-1551,,
15,0.67,YIL107C,S0001369,PFK26,IX,165758,163275,0,Jan-84,6-Phosphofructose-2-kinase,
15,0.36,YIL136W,S0001398,OM45,IX,93619,94800,0,1-1182,45-kDa mitochondrial outer membrane protein,
15,0.46,YIR007W,S0001446,,IX,370701,372995,0,Jan-95,,
15,0.72,YIR018W,S0001457,YAP5,IX,384606,385343,0,1-738,,
15,0.5,YIR039C,S0001478,YPS6,IX,432107,430494,0,1-1614,GPI-anchored aspartic protease,
15,0.57,YJL053W,S0003589,PEP8,X,335594,336733,0,1-1140,Vacuolar protein similar to mouse gene H<beta>58,
15,0.41,YJL082W,S0003618,,X,280881,283076,0,Jan-96,,
15,0.68,YJL083W,S0003619,,X,278537,280351,0,1-1815,,
15,0.59,YJL132W,S0003668,,X,161612,163864,0,Jan-53,,
15,0.45,YJL141C,S0003677,YAK1,X,150088,147665,0,24-Jan,protein kinase,
15,0.48,YJL144W,S0003680,,X,146057,146371,0,1-315,,
15,0.48,YJL221C,S0003757,FSP2,X,18536,16767,0,1-1770,homology to maltase(alpha-D-glucosidase),
15,0.77,YKL171W,S0001654,,XI,127480,130266,0,Jan-87,,
15,0.48,YKR098c,S0001806,UBP11,XI,634812,632659,0,Jan-54,Ubiquitin-specific protease,
15,0.59,YLL058w,S0003981,,XII,23569,25296,0,1-1728,,
15,0.78,YLR081w,S0004071,gal2,XII,290213,291937,0,1-1725,galactose permease,
15,0.78,YLR207W,S0004197,HRD3,XII,556788,559289,0,2-Jan,HMG-CoA Reductase Degradation,
15,0.41,YLR324W,S0004316,,XII,779214,780785,0,1-1572,,
15,0.65,YLR408C,S0004400,,XII,934248,933880,0,1-369,,
15,0.87,YMR009W,S0004611,,XIII,284101,284640,0,1-540,,
15,0.71,YMR316W,S0004935,,XIII,904824,905834,0,1-1011,,
15,0.61,YNL009W,S0004954,IDP3,XIV,614819,616081,0,1-1263,peroxisomal NADP-dependent isocitrate dehydrogenase,
15,0.57,YNL012W,S0004957,spo1,XIV,610053,611663,0,1-1611,encodes a protein with high similarity to phospholipase B,
15,0.81,YNL049C,S0004994,,XIV,537909,535279,0,31-Jan,,
15,0.52,YNL146W,S0005090,,XIV,351714,352016,0,1-303,,
15,0.36,YNR002C,S0005285,FUN34,XIV,633855,633007,0,1-849,Putative transmembrane protein,
15,0.57,YOL016C,S0005376,CMK2,XV,296120,294777,0,1-1344,Calmodulin-dependent protein kinase,
15,0.49,YOL032W,S0005392,,XV,265429,266169,0,1-741,,
15,0.49,YOL060C,S0005421,,XV,216136,214016,0,21-Jan,,
15,0.71,YOL106W,S0005466,,XV,113225,113578,0,1-354,,
15,0.7,YOL117W,S0005477,,XV,97550,99487,0,Jan-38,,
15,0.69,YOR041C,S0005567,,XV,408788,408357,0,1-432,,
15,0.37,YOR374W,S0005901,ALD7,XV,1039832,1041391,0,1-1560,"aldehyde dehydrogenase (E.C. 1.2.1.5) (sold by SIGMA under the catalogue number A5550, according to A. Blomberg)",
15,0.68,YOR387C,S0005914,,XV,1070233,1069613,0,1-621,,
15,0.52,YPL003W,S0005924,ULA1,XVI,552015,553403,0,1-1389,Required for activation of RUB1 (ubiquitin-like protein) together with UBA3. Related to AOS1 and to N-terminus of UBA1. Collaborates with UBC12 in conjugation of RUB1 to other proteins. Required for modification of CDC53\/cullin with RUB1,
15,0.68,YPL076W,S0005997,GPI2,XVI,410438,411280,0,1-843,,
15,0.68,YPL148C,S0006069,PPT2,XVI,272826,272293,0,1-534,Phosphopantetheine,
15,0.65,YPL164C,S0006085,,XVI,241496,239349,0,Jan-48,,
15,0.53,YPL165C,S0006086,,XVI,239076,237955,0,1-1122,,
15,0.49,YPL236C,S0006157,,XVI,102702,101608,0,1-1095,,
15,0.7,YPL248C,S0006169,gal4,XVI,82356,79711,0,Jan-46,zinc-finger transcription factor of the Zn(2)-Cys(6) binuclear cluster domain type,
15,0.5,YPR079W,S0006283,,XVI,698865,700010,0,1-1146,,
15,0.5,YPR081C,S0006285,,XVI,703966,702110,0,1-1857,,
15,0.62,YPR158W,S0006362,,XVI,843257,844015,0,1-759,,
16,0.86,YAL035W,S0000033,FUN12,I,76434,79442,0,9-Jan,97 kDa protein,
16,0.89,YAL045C,S0000043,,I,57803,57495,0,1-309,,
16,0.67,YAL059W,S0000055,ECM1,I,36515,37153,0,1-639,,
16,0.8,YBL001c,S0000097,ECM15,II,237425,237111,0,1-315,ExtraCellular Mutant,
16,0.76,YBL024w,S0000120,,II,172493,174547,0,Jan-55,,
16,0.91,YBL057c,S0000153,,II,113403,112759,0,1-645,,
16,0.84,YBL071c,S0000167,,II,90522,90214,0,1-309,,
16,0.81,YBL093c,S0000189,ROX3,II,44908,44246,0,1-663,nuclear protein,
16,0.41,YBR032w,S0000236,,II,301475,301777,0,1-303,,
16,0.88,YBR082c,S0000286,ubc4,II,407123,406582,1,"1-47, 143-542",ubiquitin-conjugating enzyme,
16,0.66,YBR160w,S0000364,cdc28,II,560031,560927,0,1-897,protein kinase catalytic subunit,
16,0.54,YBR267w,S0000471,,II,740092,740979,0,1-888,,
16,0.48,YCR047c,S0000643,,III,210278,209451,0,1-828,,
16,0.53,YCR060w,S0000656,,III,223127,223462,0,1-336,,
16,0.69,YCR098c,S0000695,GIT1,III,297329,295773,0,1-1557,,
16,0.61,YCRX16c,S0000721,,III,263192,262731,0,1-462,,
16,0.56,YDL031w,S0002189,,IV,394258,397245,0,Jan-88,,
16,0.55,YDL042C,S0002200,sir2,IV,378486,376798,0,1-1689,regulator of silent mating loci,
16,0.78,YDL051W,S0002209,YLA1,IV,363951,364778,0,1-828,Protein homologous to human La (SS-B) autoantigen,
16,0.75,YDR004W,S0002411,rad57,IV,455242,456624,0,1-1383,"RecA homolog (similar to DMC1, RAD51, and RAD55), interacts with Rad 55p by two-hybrid analysis",
16,0.72,YDR017C,S0002424,kcs1,IV,482307,479155,0,Jan-53,Shows homology to basic leucine zipper family of transcription factors,
16,0.71,YDR173c,S0002580,arg82,IV,811670,810603,0,1-1068,,
16,0.62,YDR183W,S0002591,,IV,829622,830314,0,1-693,,
16,0.5,YDR274C,S0002682,,IV,1011996,1011625,0,1-372,,
16,0.79,YDR361C,S0002769,,IV,1196297,1195446,0,1-852,,
16,0.79,YDR489W,S0002897,,IV,1431044,1431928,0,1-885,,
16,0.56,YDR492W,S0002900,,IV,1434956,1435906,0,1-951,,
16,0.55,YDR528W,S0002936,,IV,1494634,1495905,0,1-1272,,
16,0.71,YDR543C,S0002951,,IV,1524974,1524675,0,1-300,,
